,Provinsi,Tahun,IPM,Inflasi,Kemiskinan,PDRBK_ADHB,PDRBK_ADHK,PDRB_ADHB,PDRB_ADHK,Pengangguran,Upah Minimum,PDRB_ADHK_YoY,PDRB_ADHB_YoY,PDRBK_ADHK_YoY,PDRBK_ADHB_YoY,PDRB_ADHK_Pct,PDRB_ADHB_Pct,PDRBK_ADHK_Pct,PDRBK_ADHB_Pct
10,Aceh,2020,71.99,1.68,14.99,31633.38,25018.28,166372.32,131580.97,6.59,3165031.0,-0.3699942500023812,1.345821085850174,0.7083885147510571,2.442820474457452,29.57866858160953,63.840589672150074,11.439305055558671,40.90504558100752
11,Bali,2010,72.28,6.96,4.88,23992.63,23992.63,93749.35,93749.35,3.06,829316.0,,,,,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
12,Bali,2011,72.84,3.79,4.2,26433.49,25265.96,104612.19,99991.63,2.95,890000.0,6.6584781654486225,11.587109670627038,5.30717141055399,10.173374073621776,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
13,Bali,2012,71.62,4.3,4.18,29443.59,26689.58,117987.4,106951.46,2.1,967500.0,6.960412586533504,12.785517634225974,5.634537535878326,11.387448271113643,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
14,Bali,2013,72.09,8.38,4.49,33135.15,28129.67,134407.53,114103.58,1.83,1181000.0,6.687257939255797,13.916850443352423,5.395701243706341,12.537737415851801,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
15,Bali,2014,72.48,8.36,4.76,38099.86,29668.9,156395.73,121787.57,1.9,1542600.0,6.734223413498519,16.359351295273417,5.471909197655012,14.983212691054671,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
16,Bali,2015,73.27,3.35,5.25,42480.08,31093.61,176412.67,129126.56,1.99,1621172.0,6.026058324342953,12.798904420216584,4.8020317571598525,11.496682664975676,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
17,Bali,2016,73.65,3.02,4.15,46211.04,32689.09,194089.58,137296.45,1.89,1807600.0,6.327040695578057,10.020204331128802,5.131215063159278,8.782845983340891,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
18,Bali,2017,74.3,3.61,4.14,50167.07,34129.84,213035.86,144933.31,1.48,1956727.0,5.5623142477463805,9.761616259873396,4.407433795189752,8.560789802609946,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
19,Bali,2018,74.77,3.13,3.91,54433.46,35896.35,233636.77,154072.66,1.4,2127157.0,6.305900279238785,9.670160695011631,5.175851981726254,8.504363519735158,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
20,Bali,2019,75.38,2.72,3.79,57755.96,37297.5,251934.1,162693.36,1.57,2297969.0,5.595217217642623,7.83152840197201,3.9033216469083865,6.103782489667209,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
21,Bali,2020,75.5,1.68,3.78,52015.45,34216.52,224225.72,147498.94,5.63,2494000.0,-9.339299403491319,-10.99826502248009,-8.260553656411297,-9.939251291122165,57.333293510835006,139.1757596186,42.61262729429827,116.79761660143133
22,Banten,2010,70.48,6.96,7.16,25397.65,25397.65,271465.28,271465.28,13.68,955300.0,,,,,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
23,Banten,2011,70.95,3.79,6.32,27977.01,26548.94,306174.29,290545.84,13.74,1000000.0,7.028729419835944,12.78580082137941,4.5330571922992835,10.155900250613726,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
24,Banten,2012,68.92,4.3,5.85,30202.44,27716.47,338224.93,310385.59,9.94,1042000.0,6.828440565523164,10.468102988007267,4.397652034318522,7.95449549469367,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
25,Banten,2013,69.47,8.38,5.89,32991.61,28910.66,377836.08,331099.11,9.54,1170000.0,6.673479912517832,11.711481468855656,4.308593410344108,9.234916119359893,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
26,Banten,2014,69.89,8.36,5.51,36629.18,29846.64,428740.07,349351.23,9.07,1325000.0,5.5125850383590524,13.472506384250016,3.2374909462461243,11.02574260546847,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
27,Banten,2015,70.27,3.35,5.75,40091.23,30813.03,479300.44,368377.2,9.55,1600000.0,5.446086450017651,11.7927792473421,3.237851898907218,9.451617535527701,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
28,Banten,2016,70.96,3.02,5.36,42439.73,31781.56,517898.34,387835.09,8.92,1784000.0,5.282056001294322,8.05296569308387,3.1432481648185906,5.857889618253176,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
29,Banten,2017,71.42,3.61,5.59,45275.58,32947.6,563597.7,410137.0,9.28,1931180.0,5.750358999233396,8.824002023254195,3.6689199649104554,6.682064188438508,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
30,Banten,2018,71.95,3.13,5.25,48370.15,34183.75,613804.41,433782.71,8.47,2099385.0,5.765319880917841,8.90825317420565,3.75186660029867,6.83496489719182,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
31,Banten,2019,72.44,2.72,5.09,52013.99,35913.9,661321.34,456620.03,8.11,2267990.0,5.264691163001856,7.741379701067963,5.061322997038076,7.533241058793494,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
32,Banten,2020,72.45,1.68,5.92,52729.4,37165.16,625895.38,441148.58,10.64,2460997.0,-3.38825478155218,-5.356845130689414,3.4840549202397986,1.375418421082486,62.506446496583266,130.56185306644,46.33306624825526,107.61527149165376
